textid	Language	text	target
846	en	"So I got my boots on,
Got the right amount of leather
And I'm doing me up with a black colored liner
And I'm working my strut but I know it don't matter
All we need in this world is some love
There's a thin line 'tween the dark side,
And the light side, baby tonight
It's a struggle, gotta rumble, tryin'a find it
[Chorus:]
But if I had you,
That would be the only thing I'd ever need
Yeah if I had you,
The money, fame and fortune never could compete
If I had you,
Life would be a party, it'd be ecstasy
Yeah, if I had you
Y-y-y-y-you y-y-y-y-y-you y-y-y-y-y-you
If I had you
From New York to La getting high, rock and rolling
Get a room trash it up 'til it's ten in the morning
Girls in stripper heels, boys rolling in Maserati's
What they need in this world is some love
There's a thin line 'tween the wild time,
And a flat-line, baby tonight
It's a struggle gotta rumble, tryin'a find it
[Chorus:]
But if I had you,
That would be the only thing I'd ever need
Yeah if I had you,
The money, fame and fortune never could compete
If I had you,
Life would be a party, it'd be ecstasy
Yeah, if I had you
Y-y-y-y-you y-y-y-y-y-you y-y-y-y-y-you
If I had-
The flashing of the lights
It might feel so good
But I got you stuck on my mind, yeah
The fashion and the stage, it might get me high
But it don't mean a thing tonight
That would be the only thing I'd ever need
Yeah if I had you,
The money, fame and fortune never could compete
If I had you,
Life would be a party it'd be ecstasy
Yeah if I had you
Y-y-y-y-you y-y-y-y-y-you y-y-y-y-y-you
If I had you
That would be the only thing I'd ever need
Yeah if I had you,
The money, fame and fortune never could compete
(Never could compete with you)
If I had you, life would be a party, it'd be ecstasy
(It'd be ecstasy with you)
Yeah if I had you
Y-y-y-y-you y-y-y-y-y-you y-y-y-y-y-you
If I had you"	Pop
4289	en	"""On and on, to the break of dawn"" [4X]
[Ad Rock]
Now, let me introduce myself, I'm Ad Rock (Rock)
No matter what you order from I got it in stock (stock)
We doin our thing, well we got it on lock (lock)
Gonna pop off the lip with the old non-stop
[MCA]
So take it from me now I'm gonna give it all I got (got)
I'll take a licking, still tick tick tock (tock)
Smoked salmon, ate old school lox (lox)
A zooted buddha baby and I buy gray socks
[Mike D]
It's Mike on the mic and I'm known to please (please)
Stinkin, nasty, like the head cheese (cheese)
Cat scans, honorary degrees
Rhymes fresh pressed like eighty-three Lees
""You can't stop you've got to keep on""
""Keep, keep-keep-keep, keep-keep on""
""You can't stop you've got to keep on""
Well that's all I got, except I just got...
??
[Mike D]
Touchin all my nails when my feets in the cab (cab)
I am {?} but her past is bad (bad)
All you perfect bums that are into crabs (crabs)
Come take a shower and wash that ass
[Ad Rock]
Rock non-stop in the New York City (City)
Got the heat on the mic lookin so damn pretty (pretty)
Sittin by me well it must feel shitty (shitty)
The real thing to say - here it goes - tough titty!
[MCA]
I got my rhymes in the picture and it's time to floor (floor)
I'm at the two and I'm screamin four (four)
Get into your party as I declare war (war)
I'm gonna feed this hunger that smile like a dinosaur
""You can't stop you've got to keep on""
""Keep, keep-keep-keep, keep-keep on""
""You can't stop you've got to keep on""
""Keep, keep-keep-keep, keep-keep on""
""You can't stop you've got to keep on""
""On and on, to the break of dawn"""	Rock
5560	en	"There's not much to say when you
Consider the weight of it all
There's no second chance
To go back and to fix what went wrong
We are just lost here
There is no path now that you're gone
And there is no map that can show us the way
So we can move on
There's not much to say when you
Consider the weight of it all
There's no second chance
To go back and to fix what went wrong
And we are so lost here
There is no path, you're gone
And there is not map to
Show us the way
So that we can move on
Move on
Jesus keep us closer than ever before
Jesus keep us closer than ever before
(Hallelujah this is not our home)
Jesus keep us closer than ever before
Jesus keep us closer than ever before
(Hallelujah this is not our home)"	Rock
2551	en	"Crack the heart with true intentions
Blood and scars and no redemption
We’ve been a slave to your disaster
Lost it all it doesn’t matter
And we don’t care at all
We got nothing to take on
And leave the rest to fall
We’re going back where we belong
Waste aways amount to nothing
But your opinions keep on coming
We’re dead inside to your rejection
Risk it all and did I mention
I’ll say it again
I’ll say it again
And we don’t care at all
We got nothing to take on
And leave the rest to fall
We’re going back where we belong
Never doubt it
Never question
What we were
And where we’ve been
Scream out loud
As our intentions
Find a word
And we don’t care at all
We got nothing to take on
And leave the rest to fall
We’re going back where we belong
I’ll say it again
And we don’t care at all
We got nothing to take on
And leave the rest to fall
We’re going back where we belong"	Metal
117	en	"Ohh yeah
Ohh yeah
You said I got something to say
and then you got that look in your eye
There is something you got to know
and you said it as you started to cry
I've been down the wrong road tonight
and I swear I'll never go there again
I've seen this face once before
and I don't think I can do this again
There's something I can see
There's something different in the way you smile
Behind those eyes you lie
And there's nothing I can say
Cause I'm never gonna change your mind
Behind those eyes you hide
As you turned to walk away
I saw another look in your eye
And even though it hurts like it did
I couldn't let this be a goodbye
You say that you're sorry
And you say now that it hurts you the same
Is there something here to believe?
Or is it just another part of the game?
There's something I can see
There's something different in the way you smile
Behind those eyes you lie
And there's nothing I can say
Cause I'm never gonna change your mind
Behind those eyes you hide

Ohh yeah
Ooooooo
Ohh woah
Behind those eyes you lie
Behind those eyes you hide

_sTiLo™"	Metal
8837	en	"You know they say you best be careful
What you're looking for
Everything you want in life
To the girl next door
Well it could happen to you now any day
When someone you don't know could blow you away
CHORUS
Better watch out who you trust
And be careful what you say
'Cause you know you've got too much
To give it away
Give it away
Give it away
Give it away
Along came Mary Jane and her friends
Knocking at your door
Looking for some long-term suckers
Like she's had before
Don't you notice me as I've noticed you from your face?
Don't look so long 'cause you're gone from your place??
CHORUS
Better watch out who you trust
And be careful what you say
'Cause you know you've got too much
To give it away
Well now I don't care where you come from
And what you do or say
'Cause you've got way too much
To give it away
Something clicked and it kicked in today
Something kicked in today
Feels so good, it feels just right
Gotta fight the fight everyday
Don't give it away
Give it away
Give it away
Give it away
Don't throw it away
Give it away
Don't dream it away
Give it away"	Rock
5966	en	"I'm fine, thanks for asking
I hope that you are too
I don't suppose you'd lead me on
I don't suppose you'd say the right thing
That's for someone
Someone else, not for me
It was written on the wind
Above was a breeze
Almost, but not really
So close, but not nearly
I don't suppose to undo what's done
I don't suppose to have ambition
That's for strangers
Who have no intimacy
'Cause of pieces from a game
That's lost at sea
Little slivers in the cracks in between
That's for someone
Someone else
Not for me"	Pop
8195	en	"There you stood on the edge of your feather,
Expecting to fly.
While I laughed, I wondered whether
I could wave goodbye,
Knowin' that you'd gone.
By the summer it was healing,
We had said goodbye.
All the years we'd spent with feeling
Ended with a cry,
Babe, ended with a cry,
Babe, ended with a cry.
I tried so hard to stand
As I stumbled and fell to the ground.
So hard to laugh as I fumbled
And reached for the love I found,
Knowin' it was gone.
If I never lived without you,
Now you know I'd die.
If I never said I loved you,
Now you know I'd try,
Babe, now you know I'd try.
Babe, now you know I'd try,
Babe.."	Rock
8659	en	"Your day breaks, your mind aches
You find that all her words
Of kindness linger on
When she no longer needs you
She wakes up, she makes up
She takes her time and
Doesnt feel she has to hurry
She no longer needs you
And in her eyes you see nothing
No sign of love behind
The tears cried for no one
A love that should have lasted years
You want her, you need her
And yet you don't believe her
When she says her love is dead
You think she needs you
And in her eyes you see nothing
No sign of love behind
The tears cried for no one
A love that should have lasted years
You stay home, she goes out
She says that long ago
She knew someone but now
Hes gone, she doesnt need him
Your day breaks, your mind aches
There will be times when all the
Things she said will fill your head
You wont forget her
And in her eyes you see nothing
No sign of love behind
The tears cried for no one
A love that should have lasted years"	Rock
7489	en	"Was on the day the cowboys were band from the range
Metal touched the world as a master
They rode their ponies down into cities of gold
To leave them forever after
Now the sun was swollen red and old
The earth it was windy, dark and cold
Where the highway ends the desert takes it toll
So dusty, red and angry
It was a time when men died out on the prairie
From not having a decent friend
At night the ghost to the mode of riders
Was a howlin' canyon winds
You can hear em' cryin'
Good God, I think they're dyin'
When them rangers down in Dallas
Had all but all given' it up and left
And those that hung on hopin'
Was trying their best to, to forget
The way those outlaws and desperados
Right from the cheapest to the best
Rode in on ponies made of skin and bones
Gave up their rusty guns and went back home
And the governor was sent down from population control
And Marshall law was passed
Riverboat gamblers put their money on faith
For the time for hope had passed
In the cold blue light of the desert night
There was a thousand starry ships
And men came down from still I don't know where
With death on their fingertips
Now there's no more kings in Texas
I swear they rounded up each and every one
And old Atlanta Canastoga
Reached from the Rocky Mountains into the old dead sun
Now Anna Maria walks the plains alone
The last of a struggling people
She thinks of all those outlaws who wanted to reach for the skies
And got stuck up on the steeple
Oh, you can hear them cryin'
Good god, I think they're dying'
In the wind lord, you can hear em' sigh."	Rock
