textid	text	label
90	(W-Face) O brilho da pele, reflete com o brilho do sol nego, batida no bumbo, subiu a pele arrepiou, a ginga é preta, não gosta respeita se sabe que é treta, mais não é suspeita é hora da caça, eu pinto minha cara me escondo na mata, enquanto voce passa armas preparadas, escudo e espadas a pele pintada voce não escapa (Refrão) O reino é nosso, merece respeito é ouro e diamante que pra nois já vem de berço, e brilha menor no preto destaca melhor no preto, e brilha menor no preto, destaca melhor no preto. (Nilsão) Um lado implora clemência por voce o outro pica em pedaços pra meu Pit Bull comer Era 2k sua língua suja tenta nos ferir adivinha qual dos dois lado eu vou ouvir Somos	Folk
91	Black Harry Potter, black Harry Potter Black Harry Potter, black Harry Potter Black Harry Potter, black Harry Potter Black Harry Potter, black Harry Potter Fazendo mágica, eu faço minha grana aparecer Fazendo mágica, eu tenho que fazer acontecer Fazendo mágica, eu faço minha grana aparecer Fazendo mágica, eu tenho que fazer acontecer Sem mais sufoco, não quero ganhar troco O que eu quero é o torro, sem mais eu tô no jogo Sem mais sufoco, não quero ganhar troco O que eu quero é o torro, fazer mais que o dobro Faz um virar três, três virar seis Eu tô com você fazendo outra vez Essa é nossa	Folk
92	(W-face) Ser preto de dia ou de noite se chama atenção Por ser o descolado, sua roupa, seu jeito Seu but, ser preto te torna o mais destacado No gueto de dia ou de noite se chama atenção Por ser o descolado, sua roupa, seu jeito Seu but, ser preto te torna o mais destacado (Desko d) Vivendo no mundo, correndo uns riscos Isso é normal, tem que saber chegar Tem que saber sair pra não se, pra Não se da mal, isso é vida real nada de novela Então desencanta sai dessa janela Acorda pra vida não desacredita por Que ela não é uma simples tela, é gueto Mantem o respeito, chega no conceito e Sem preconceito, por que nois é preto E honramos a cor e a gente tem o nosso valor tá ligado (W-face) No gueto de dia ou de noite se chama Atenção por ser o descolado, sua roupa Seu jeito, seu but, ser preto te torna o Mais destacado Ser preto de dia ou	Folk
93	(verso) Sei que a vida é um jogo, um jogo duro E mesmo assim não vou temer o meu futuro E sempre foi sempre assim, nunca foi fácil E o meu tempo é valioso dele eu faço um bom Resultado, meus aliados vem comigo um passo A frente, se sua meta é a vitória encaixa Os pentes, eu vou deixar bem claro, se Quer somar comigo por favor sem atrasos É sem atrasos, é zona sul é sp, cidade loca O sol bruto num dia e no outro vem garoa Parada loca da um close na minha roupa Corrente brilha atoa, mais eu não tô de toca É uma questão de honra, é uma questão de Glória, é uma questão de alcançar a vitória E não importa não se incomoda com A minha rota, é linha reta batendo meta Sem fazer merda, bati o martelo na minha Cina inspirado nos meus pretos que deu voz Além das	Folk
94	(refrão) Vem fechado com a minha gang Vem fechado com a minha gang Vem fechado com a minha gang Vem- fechado- com -a- minha gang (w-face) Não bato minha nave, só chego somando É prod l-zee nois chega de bando Bandana no rosto nois chega roubando E o que atrapalha é o tempo passando e Mesmo assim não estamos moscando Roubando o tempo que fast passando Blindado as idéias ser rich é o plano Esse sempre foi o plano, o bolo de Grana na mão estourando, a mente fervendo Neoronios queimando, soldado de Guerra jamais recuando e se não chegar Continuo avançando, sem se fechar nas Idéias isso nunca foi o meu forte às vezes penso até em carros fortes Eu tenho muita sorte, eu tive o suporte My mama sempre acreditou na minha mente Forte, ainda existe um motivo para eu Não me desviar eu creio em Deus e não Posso parar, entrei no ringue e não Posso falhar, se vacilar no chão eu Vou deitar vem fechado com a minha gang Vem fechado com a minha gang, vem fechado Com a minha gang (refrão) Vem- fechado- com -a- minha gang Vem fechado com a minha gang Vem fechado com a minha gang Vem fechado com	Folk
95	(L-Zee) Não quero viver conforme o mundo ei Senhor seja o meu tudo a praga do mundo confundindo tudo e muitos pensando que seguem enxuto mas o mundo é confusão, mundo é devastação e eu quero ser um vaso de honra Senhor em suas mãos oh Deus vivendo de sonhos, mas pobre não vive só sobrevive, em meio a tanta perdição então, paz nas quebradas, sem saca as quadradas, saca? o exemplo de tudo tá sendo quem não presta pra nada, não empaca segue sua caminhada quantos perdidos no beck chefe outros pirando nos trap lek o que importa de verdades eles se esquecem, acompanhados de tristezas, e cenas cabulosas o fim de um trajeto, o começo de uma nova história vive, a vida como se fosse fácil e resumo mas na verdade tá dentro de um labirinto, vai, vivendo primo e pensa que tá fácil, esse não é o retorno é só o primeiro passo Refrão (W-Face) Eu sei que um dia isso acaba eu tenho a certeza pode crer a nossa fé, é nossa fortaleza sem desistir esse é o meu corre e eu não abandono, quero voar tão	Folk
96	"Eu tô no corre eu não paro nego Eu não paro não, jovem negro traçou seu Destino, focado buscando ser rico Pisando e andando no sapatin Ninguém dava nada olha pros neguin Destaque já vem olha pros dentin Se anda já sabe que é assim Não perco meu tempo com diss É ""dissnescessário"", mantendo as origens a raiz Isso é o que eu faço, essa cina que eu Levo no peito, mantendo o legado o respeito A força deixada dos pretos É a causa que causa efeito Você nos vê como reus Mais não somos reus Muita calma é vida real e nois faz é o Nosso papel, vocêsabe o que já foi feito? Para chegar onde chegamos, para chegar Onde chegamos A mente trabalha alem o Alvo é só notas de sem, do jeito certo Nois vai alem sem atrasar o lado de Ninguém, a Deus agradeço e amém, e faça Por onde também, conquiste o seu canto Ao sol depois eu chego e te dou parabéns Eu tô no corre eu não paro nego Eu não"	Folk
97	Ela vem na minha reta olhando pra mim, ela Viu e percebeu sou único aqui, a diferença Ela já sabe só de olhar pra mim, falou bem No pé do ouvido arrepiou o neguin, se não Viu agora sabe e gosta do meu jeito, agora Não sai da minha bota ela gostou do preto Sentiu o drama do olhar que te causou efeito Eu tô na sua é w-face, esse é meu estilo negro Pretos são vários por ai eu sei eu percebi Mais muita calma pera ai eu que sou o pretin Malandro chega ai na manha e serve um drink Aqui, eu vou moinhando as palavras e pego o Contatin, é muito louco é da hora eu gosto Dessa vida, esse é o estilo w-face e são várias meninas, então gatinha	Folk
98	Aros cromados, estofado de couro perfumado A gata do lado, estou sonhando ou tô acordado Sera que é isso, que Deus pra mim tem reservado Me vejo rico, forte e realizado, meus pretos Trabalham como formigas antes do frio Senhor que isso, só de pensar da arrepios Estamos no topo niggas, estamos no topo Niggas, estamos no topo niggas, estamos no Topo niggas, são tantas notas que nem Consigo contar na mão, liga essa maquina E deixa ela fazer o trampo então, resultado Final uma parte é nossa e outra doação Se não for assim não tem por que tanta grana	Folk
99	Hum! Mas se um dia eu chegar Muito estranho Deixa essa água no corpo Lembrar nosso banho Hum! Mas se um dia eu chegar Muito louco Deixa essa noite saber que um dia Foi pouco Cuida bem de mim Então misture tudo dentro de nós Porque ninguém vai dormir nosso sonho Hum!	Folk
100	Os seus olhos são espelhos d'água Brilhando você pra qualquer um Por onde esse amor andava Que não quis você de jeito algum Que	Folk
101	Quando seu rosto aparecer à minha porta E seu olhar simplesmente encontrar O meu sorriso dizendo bem-vinda, pode chegar Quase parada você vai entrar encabulada Vendo que aqui pouca coisa mudou Nós sentaremos sentindo que agora tudo, tudo passou Acho	Folk
102	As vezes eu me sinto tão sozinho Com a cabeça fora do lugar Aí chega você pra confundir tudo de novo E eu não sei o que você quer A vida se reflete no seu rosto De um jeito que é agora ou nunca mais Então fica difícil dividir tudo de novo Eu sou você, você quem é? Mas não quero mais Mesmo que o amor não me deixe em paz Que é	Folk
103	Olhar você E não saber Que você é a pessoa mais linda do mundo E eu queria alguém bem no fundo do coração Ganhar você E não querer É porque eu não quero que nada aconteça Deve ser porque eu não ando bem da cabeça Ou eu já cansei de acreditar... O meu medo é uma coisa assim Que corre por fora entra vai e volta sem sair Não, não tente me fazer feliz Eu sei que o amor é bom demais, Mas doi demais sentir Você, E não saber	Folk
104	"Se você vê estrelas demais Lembre que um sonho não volta atrás Chega perto e diz ""Anjo"" Se você sente o corpo colar Solte o seu medo bem devagar Chega perto e diz ""Anjo"" Bem mais perto e"	Folk
105	"Sabe você tem um jeito todo especial quando diz ""te amo"" Fica com ar de quem amou E foi a primeira vez Você foi o melhor dos sonhos O melhor do meu passado Sabe amor eu vou querer você Sempre do meu lado Sabe você tem alguma coisa Que me faz sentir eterno"	Folk
106	Eu ontem nem dormi cara Loucura ? É loucura Rolou de tudo Rolou até um - Eu te amo ! Eu falei pra ela Foi tão lindo Quando o medo passou. Seu olhar lembrava Luz de velas !	Folk
107	Quanto mais te chamo Você não vem Será que ainda dorme comigo? Será que ainda sonha? Posso, mas não topo mais Ficar sozinho Me encontro no fim do caminho Te encontro no fim Largo tudo se você chegar agora	Folk
108	Feche os olhos, não te quero mais Dentro do coração Quantas vezes eu tentei falar Com você Eu não gosto de me ver assim Mas não tem solução A verdade dói demais em mim Solidão, oh não	Folk
109	às vezes eu me sinto tão sozinho Com a cabeça fora do lugar Aí chega você pra confundir tudo de novo E eu não sei o que você quer A vida se reflete no seu rosto De um jeito que é agora ou nunca mais Então fica difícil dividir tudo de novo Eu sou você, você quem é? Mas não quero mais Mesmo que o amor não me deixe em paz Que é demais toda	Folk
110	Fica no meu lugar, Prova essa dor comigo Olha no meu olhar Vê como está sofrido Amigo, amigo Vem me viver Pra ver o que me corta o coração Me defender, me condenar Até chorar por mim	Folk
111	Só você sabe quando eu sou feliz Só você sabe mas você nao diz É bem melhor esconder, mentir Se a gente sente que o amor nao quis Só você sabe o que eu sei de mim Mas, meu bem, ninguém sabe porque eu sou assim É bem melhor esconder, mentir Se a gente sente que o amor nao quis Eu quero mais que a hora certa Eu quero ouvir a voz que vem do coração Juro eu nao vou derrubar a porta Eu sei que a verdade é	Folk
112	você sempre chega , dona de mim cheia de coisa.....mas não vai intimidar meu sonho você pensa que eu estou sempre a fim tome atitude , se um de nós tem que mudar , que mude ah,ah,ah.....eu	Folk
113	Quando dou por mim Não me sinto mais Alguém chega e diz Paz ! Eu cresci assim E fiquei pra trás Você foi cedo demais. Lennon Mande alguma coisa nova pra nós Há muito tempo não se ouve uma voz Que deixe o coração ser mais feliz. Lennon O amor já não é mais o mesmo aqui E	Folk
114	Se o amor não tem nome Apaga a luz! Esse é um lado do céu Nem sempre azul O seu beijo na boca me seduz,mana Nesse velho bordel Da zona sul No seu corpo eu fico sensual Feito um broche de	Folk
115	Outra vez você deixa o cais Meu amor é o sabor das marés Eu te quis, eu te quero mar Mas não deixe secar os meus pés As canções acredite ou não Vão dizer onde o sol	Folk
116	Quando você sentir Minha canção fugir Amor, por trás, Tudo tem um fim Quando você pensar Com emoção demais Amor, por trás, Tudo tem um fim Então, faça o	Folk
117	Falta te dizer Quase tudo Se o coração deixar Tempo não vou ter Pense nisso A canção pode acabar E o que é que eu vou dizer na hora de cantar A verdade vai doer Tirar você de mim Só vai me machucar Sai de o meu silêncio mas falta de dizer Quase	Folk
118	Fique pertinho Faz sempre assim Olha no fundo dos olhos Dentro de mim Vê se resiste A tentação Faça de conta que o amor Passou de paixão	Folk
119	Faça um pedido Jogue a moeda na fonte comigo Quem sabe o amor dirá que sim, que sempre Esperava por nós ali Basta um desejo Basta um beijo sem nenhum motivo É só acreditar no amor, pra sempre Que o céu saberá te ouvir Noites de	Folk
120	"Seu nome? Miss Billie Holiday Uma flor na mesa Quem foi que deixou assim Alguém sem querer Ou foi você pra mim Olhos na fumaça Dessa vez não passa, fim Já vou pedir você Assim que terminar meu ""gin"" Entre o brilho e o gás Eu te beijo doce demais Olhos abertos Pra eu te ter bem perto Procurando e entrando pelo fecho éclair Minha Billie"	Folk
121	Foi então, cansada de não ser feliz Tuas mãos me abalaram na raiz É difícil demais, é difícil Evitar um amor no início Dizer não antes de começar o prazer Coração, mordido mais uma vez Tem razão, mas não viu o que você fez É difícil demais, é difícil	Folk
122	Fica no meu lugar, Prova essa dor comigo Olha no meu olhar Vê como está sofrido Amigo, amigo Vem me viver Pra ver o que me corta o coração Me defender, me condenar Até chorar por mim	Folk
